,Date,Username,Tweet
75,2022-09-16 11:05:01+00:00,naira_rates,"Fri September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦695.444
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦847.252
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦718.575

 v1.0.5"
76,2022-09-15 11:05:01+00:00,naira_rates,"Thu September, 11:05:00 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦695.444
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦847.252
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦718.575

 v1.0.5"
77,2022-09-14 11:05:01+00:00,naira_rates,"Wed September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦693.042
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦844.324
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦716.092

 v1.0.5"
78,2022-09-13 11:05:01+00:00,naira_rates,"Tue September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦693.042
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦844.324
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦716.092

 v1.0.5"
79,2022-09-12 11:05:01+00:00,naira_rates,"Mon September, 11:05:00 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦693.042
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦844.324
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦716.092

 v1.0.5"
80,2022-09-11 11:05:01+00:00,naira_rates,"Sun September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦693.042
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦844.324
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦716.092

 v1.0.5"
81,2022-09-10 11:05:01+00:00,naira_rates,"Sat September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦693.042
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦844.324
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦716.092

 v1.0.5"
82,2022-09-09 11:05:01+00:00,naira_rates,"Fri September, 11:05:00 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦693.042
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦844.324
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦716.092

 v1.0.5"
83,2022-09-08 11:05:01+00:00,naira_rates,"Thu September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦693.042
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦844.324
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦716.092

 v1.0.5"
84,2022-09-07 11:05:01+00:00,naira_rates,"Wed September, 11:05:01 AM 

💵 1 USD &gt;&gt;&gt;&gt;&gt; ₦691.131
💷 1 GBP &gt;&gt;&gt;&gt;&gt; ₦841.997
💶 1 EUR &gt;&gt;&gt;&gt;&gt; ₦714.118

 v1.0.5"
